Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,DEVITRD,512445,E,DEVINSU TRADING LTD.,DEVINSU TRADING LTD.,100,0.01,DEVITRD
BSE,bse_cm,SHRJAGP,512453,E,SHRI JAGDAMBA POLYMERS LTD.,SHRI JAGDAMBA POLYMERS LTD.,1,0.05,SHRJAGP
BSE,bse_cm,LLOYDSME,512455,E,LLOYDS METALS AND ENERGY LTD.,LLOYDS METALS AND ENERGY LTD.,1,0.05,LLOYDSME
BSE,bse_cm,PUNCTRD,512461,E,PUNCTUAL TRADING LTD.,PUNCTUAL TRADING LTD.,100,0.01,PUNCTRD
BSE,bse_cm,SHRGLTR,512463,E,SHREE GLOBAL TRADEFIN LTD.,SHREE GLOBAL TRADEFIN LTD.,1,0.01,SHRGLTR
BSE,bse_cm,BETXIND,512477,E,BETEX INDIA LTD.,BETEX INDIA LTD.,1,0.05,BETXIND
BSE,bse_cm,VIRYA,512479,E,VIRYA RESOURCES LIMITED,VIRYA RESOURCES LIMITED,1,0.05,VIRYA
BSE,bse_cm,POLYTEX,512481,E,POLYTEX INDIA LTD.,POLYTEX INDIA LTD.,1,0.01,POLYTEX
BSE,bse_cm,DHANCOT,512485,E,DHANLAXMI COTEX LTD.,DHANLAXMI COTEX LTD.,1,0.05,DHANCOT
BSE,bse_cm,OASISEC,512489,E,OASIS SECURITIES LTD.,OASIS SECURITIES LTD.,1,0.05,OASISEC
BSE,bse_cm,GARNETINT,512493,E,GARNET INTERNATIONAL LTD.,GARNET INTERNATIONAL LTD.,1,0.05,GARNETINT
BSE,bse_cm,SHALPRO,512499,E,SHALIMAR PRODUCTIONS LTD.,SHALIMAR PRODUCTIONS LTD.,1,0.01,SHALPRO
BSE,bse_cm,MEENST,512505,E,MEENAKSHI STEEL INDUSTRIES LTD,MEENAKSHI STEEL INDUSTRIES LTD,50,0.01,MEENST
BSE,bse_cm,VARUNME,512511,E,VARUN MERCANTILE LTD.,VARUN MERCANTILE LTD.,1,0.01,VARUNME
BSE,bse_cm,DONEAR,512519,E,DONEAR INDUSTRIES LTD.,DONEAR INDUSTRIES LTD.,1,0.05,DONEAR
BSE,bse_cm,SUPER,512527,E,SUPER SALES INDIA LTD.,SUPER SALES INDIA LTD.,1,0.05,SUPER
BSE,bse_cm,SEQUENT,512529,E,SEQUENT SCIENTIFIC LTD.,SEQUENT SCIENTIFIC LTD.,1,0.05,SEQUENT
BSE,bse_cm,STCINDIA,512531,E,STATE TRADING CORPORATION OF I,STATE TRADING CORPORATION OF I,1,0.05,STCINDIA
BSE,bse_cm,ZENITHEXPO,512553,E,ZENITH EXPORTS LTD.,ZENITH EXPORTS LTD.,1,0.05,ZENITHEXPO
BSE,bse_cm,KOHINOOR,512559,E,KOHINOOR FOODS LTD.,KOHINOOR FOODS LTD.,1,0.05,KOHINOOR
BSE,bse_cm,RTEXPO,512565,E,R.T.EXPORTS LTD.,R.T.EXPORTS LTD.,1,0.05,RTEXPO
BSE,bse_cm,AVANTI,512573,E,AVANTI FEEDS LTD.,AVANTI FEEDS LTD.,1,0.05,AVANTI
BSE,bse_cm,ZODJRDMKJ,512587,E,ZODIAC-JRD-MKJ LTD.,ZODIAC-JRD-MKJ LTD.,1,0.05,ZODJRDMKJ
BSE,bse_cm,SITAENT,512589,E,SITA ENTERPRISES LTD.,SITA ENTERPRISES LTD.,1,0.05,SITAENT
BSE,bse_cm,PULSRIN,512591,E,PULSAR INTERNATIONAL LTD.,PULSAR INTERNATIONAL LTD.,1,0.01,PULSRIN
BSE,bse_cm,UNIMOVR,512595,E,UNIMODE OVERSEAS LTD.,UNIMODE OVERSEAS LTD.,1,0.05,UNIMOVR
BSE,bse_cm,KEYFINSER,512597,E,KEYNOTE FINANCIAL SERVICES LIM,KEYNOTE FINANCIAL SERVICES LIM,1,0.05,KEYFINSER
BSE,bse_cm,ADANIENT,512599,E,ADANI ENTERPRISES LTD.,ADANI ENTERPRISES LTD.,1,0.05,ADANIENT
BSE,bse_cm,MACINTR,512600,E,Macro International Limited,Macro International Limited,1,0.05,MACINTR
BSE,bse_cm,HARIAEXPO,512604,E,HARIA EXPORTS LTD.,HARIA EXPORTS LTD.,1,0.01,HARIAEXPO
BSE,bse_cm,BHANDHOS,512608,E,BHANDARI HOSIERY EXPORTS LTD.,BHANDARI HOSIERY EXPORTS LTD.,1,0.01,BHANDHOS
BSE,bse_cm,RLF,512618,E,RLF LTD.,RLF LTD.,1,0.01,RLF
BSE,bse_cm,REGENTRP,512624,E,Regent Enterprises Limited,Regent Enterprises Limited,1,0.01,REGENTRP
BSE,bse_cm,ORBTEXP,512626,E,ORBIT EXPORTS LTD.,ORBIT EXPORTS LTD.,1,0.05,ORBTEXP
BSE,bse_cm,SAVERA,512634,E,SAVERA INDUSTRIES LTD.,SAVERA INDUSTRIES LTD.,1,0.05,SAVERA
BSE,bse_cm,VBCFERROQ,513005,E,VBC FERRO ALLOYS LTD.,VBC FERRO ALLOYS LTD.,1,0.05,VBCFERROQ
BSE,bse_cm,TATASTLLP,513010,E,TATA STEEL LONG PRODUCTS LIMIT,TATA STEEL LONG PRODUCTS LIMIT,1,0.05,TATASTLLP
BSE,bse_cm,NAVA,513023,E,NAVA LIMITED,NAVA LIMITED,1,0.05,NAVA
BSE,bse_cm,ZHINUDYP,513039,E,HINDUSTHAN UDYOG LTD.,HINDUSTHAN UDYOG LTD.,1,0.01,ZHINUDYP
BSE,bse_cm,REMIEDEL,513043,E,REMI EDELSTAHL TUBULARS LIMITE,REMI EDELSTAHL TUBULARS LIMITE,1,0.05,REMIEDEL
BSE,bse_cm,GSAUTO,513059,E,G.S.AUTO INTERNATIONAL LTD.,G.S.AUTO INTERNATIONAL LTD.,1,0.05,GSAUTO
BSE,bse_cm,TRANSFRE,513063,E,TRANS-FREIGHT CONTAINERS LTD.,TRANS-FREIGHT CONTAINERS LTD.,1,0.05,TRANSFRE
BSE,bse_cm,SHBCLQ,513097,E,SHIVALIK BIMETAL CONTROLS LTD.,SHIVALIK BIMETAL CONTROLS LTD.,1,0.05,SHBCLQ
BSE,bse_cm,GANDHITUBE,513108,E,GANDHI SPECIAL TUBES LTD.,GANDHI SPECIAL TUBES LTD.,1,0.05,GANDHITUBE
BSE,bse_cm,AMFORG,513117,E,AMFORGE INDUSTRIES LTD.,AMFORGE INDUSTRIES LTD.,1,0.01,AMFORG
BSE,bse_cm,ABCGAS,513119,E,ABC GAS (INTERNATIONAL) LTD.,ABC GAS (INTERNATIONAL) LTD.,1,0.05,ABCGAS
BSE,bse_cm,ORICON,513121,E,ORICON ENTERPRISES LTD.,ORICON ENTERPRISES LTD.,1,0.05,ORICON
BSE,bse_cm,ACROW,513149,E,ACROW INDIA LTD.,ACROW INDIA LTD.,1,0.05,ACROW
BSE,bse_cm,STLSTRINF,513173,E,STEEL STRIPS INFRASTRUCTURES L,STEEL STRIPS INFRASTRUCTURES L,1,0.05,STLSTRINF
BSE,bse_cm,PENIND,513228,E,PENNAR INDUSTRIES LTD.,PENNAR INDUSTRIES LTD.,1,0.05,PENIND
BSE,bse_cm,JYOTISTRUC,513250,E,JYOTI STRUCTURES LTD.,JYOTI STRUCTURES LTD.,1,0.01,JYOTISTRUC
BSE,bse_cm,JAYUSH,513252,E,JAY USHIN LTD.,JAY USHIN LTD.,1,0.05,JAYUSH
BSE,bse_cm,SSWL,513262,E,STEEL STRIPS WHEELS LTD.,STEEL STRIPS WHEELS LTD.,1,0.05,SSWL
BSE,bse_cm,MANINDS,513269,E,MAN INDUSTRIES (INDIA) LTD.,MAN INDUSTRIES (INDIA) LTD.,1,0.05,MANINDS
BSE,bse_cm,IMEC,513295,E,IMEC SERVICES LIMITED,IMEC SERVICES LIMITED,1,0.01,IMEC
BSE,bse_cm,MDRNSTL,513303,E,MODERN STEELS LTD.,MODERN STEELS LTD.,1,0.01,MDRNSTL
BSE,bse_cm,SYNTHFO,513307,E,SYNTHIKO FOILS LTD.,SYNTHIKO FOILS LTD.,1,0.05,SYNTHFO
BSE,bse_cm,GOLKONDA,513309,E,Golkonda Aluminium Extrusions ,Golkonda Aluminium Extrusions ,1,0.05,GOLKONDA
BSE,bse_cm,METALFORGE,513335,E,METALYST FORGINGS LIMITED,METALYST FORGINGS LIMITED,1,0.01,METALFORGE
BSE,bse_cm,GUJTLRM,513337,E,GUJARAT TOOLROOM LTD.,GUJARAT TOOLROOM LTD.,1,0.05,GUJTLRM
BSE,bse_cm,GRANDFONRY,513343,E,GRAND FOUNDRY LTD.,GRAND FOUNDRY LTD.,1,0.01,GRANDFONRY
BSE,bse_cm,AJMERA,513349,E,AJMERA REALTY & INFRA INDIA LT,AJMERA REALTY & INFRA INDIA LT,1,0.05,AJMERA
BSE,bse_cm,COCHINM,513353,E,COCHIN MINERALS & RUTILE LTD.,COCHIN MINERALS & RUTILE LTD.,1,0.05,COCHINM
BSE,bse_cm,ISWL,513361,E,INDIA STEEL WORKS LTD.,INDIA STEEL WORKS LTD.,1,0.01,ISWL
BSE,bse_cm,KVFORGE,513369,E,KRISHANVEER FORGE LIMITED,KRISHANVEER FORGE LIMITED,1,0.05,KVFORGE
BSE,bse_cm,CARBORUNIV,513375,E,CARBORUNDUM UNIVERSAL LTD.,CARBORUNDUM UNIVERSAL LTD.,1,0.05,CARBORUNIV
BSE,bse_cm,MMTC,513377,E,MMTC LTD.,MMTC LTD.,1,0.05,MMTC
BSE,bse_cm,VALLABHSQ,513397,E,VALLABH STEELS LTD.,VALLABH STEELS LTD.,1,0.01,VALLABHSQ
BSE,bse_cm,ASHIS,513401,E,ASHIANA ISPAT LTD.,ASHIANA ISPAT LTD.,1,0.05,ASHIS
BSE,bse_cm,PMTELELIN,513403,E,P.M.TELELINNKS LTD.,P.M.TELELINNKS LTD.,1,0.01,PMTELELIN
BSE,bse_cm,SMFIL,513418,E,SMITHS & FOUNDERS (INDIA) LIMI,SMITHS & FOUNDERS (INDIA) LIMI,1,0.01,SMFIL
BSE,bse_cm,BLOIN,513422,E,BLOOM INDUSTRIES LTD.,BLOOM INDUSTRIES LTD.,1,0.05,BLOIN
BSE,bse_cm,MAITRI,513430,E,Maitri Enterprises Limited,Maitri Enterprises Limited,1,0.05,MAITRI
BSE,bse_cm,TATAMETALI,513434,E,TATA METALIKS LTD.,TATA METALIKS LTD.,1,0.05,TATAMETALI
BSE,bse_cm,SHAHALLOYS,513436,E,SHAH ALLOYS LTD.,SHAH ALLOYS LTD.,1,0.05,SHAHALLOYS
BSE,bse_cm,JSWISPL,513446,E,JSW ISPAT SPECIAL PRODUCTS LIM,JSW ISPAT SPECIAL PRODUCTS LIM,1,0.05,JSWISPL
BSE,bse_cm,ELANGO,513452,E,ELANGO INDUSTRIES LTD.,ELANGO INDUSTRIES LTD.,1,0.01,ELANGO
BSE,bse_cm,KANSHST,513456,E,KANISHK STEEL INDUSTRIES LTD.,KANISHK STEEL INDUSTRIES LTD.,1,0.05,KANSHST
BSE,bse_cm,MAHALXSE,513460,E,MAHALAXMI SEAMLESS LTD.,MAHALAXMI SEAMLESS LTD.,1,0.01,MAHALXSE
BSE,bse_cm,SIMPLEXCAS,513472,E,SIMPLEX CASTINGS LTD.,SIMPLEX CASTINGS LTD.,1,0.05,SIMPLEXCAS
BSE,bse_cm,SSWRL,513488,E,SHREE STEEL WIRE ROPES LTD.,SHREE STEEL WIRE ROPES LTD.,1,0.05,SSWRL
BSE,bse_cm,SIZEMASTER,513496,E,SIZEMASTERS TECHNOLOGY LIMITED,SIZEMASTERS TECHNOLOGY LIMITED,1,0.05,SIZEMASTER
BSE,bse_cm,SOUTHMG,513498,E,SOUTHERN MAGNESIUM & CHEMICALS,SOUTHERN MAGNESIUM & CHEMICALS,1,0.05,SOUTHMG
BSE,bse_cm,BAROEXT,513502,E,BARODA EXTRUSION LTD.,BARODA EXTRUSION LTD.,1,0.01,BAROEXT
BSE,bse_cm,GUJCONT,513507,E,GUJARAT CONTAINERS LTD.,GUJARAT CONTAINERS LTD.,100,0.05,GUJCONT
BSE,bse_cm,KALYANIFRG,513509,E,KALYANI FORGE LTD.,KALYANI FORGE LTD.,1,0.05,KALYANIFRG
BSE,bse_cm,PANCHMAHQ,513511,E,PANCHMAHAL STEEL LTD.,PANCHMAHAL STEEL LTD.,1,0.05,PANCHMAHQ
BSE,bse_cm,ADITYA,513513,E,ADITYA ISPAT LTD.,ADITYA ISPAT LTD.,1,0.01,ADITYA
BSE,bse_cm,SRIND,513515,E,S.R.INDUSTRIES LTD.,S.R.INDUSTRIES LTD.,1,0.01,SRIND
BSE,bse_cm,STEELCAS,513517,E,STEELCAST LTD.,STEELCAST LTD.,1,0.05,STEELCAS
BSE,bse_cm,PITTIENG,513519,E,PITTI ENGINEERING LIMITED,PITTI ENGINEERING LIMITED,1,0.05,PITTIENG
BSE,bse_cm,GLITTEKG,513528,E,GLITTEK GRANITES LTD.,GLITTEK GRANITES LTD.,1,0.01,GLITTEKG
BSE,bse_cm,PRADPME,513532,E,PRADEEP METALS LTD.,PRADEEP METALS LTD.,1,0.05,PRADPME
BSE,bse_cm,GNRL,513536,E,GUJARAT NATURAL RESOURCES LIMI,GUJARAT NATURAL RESOURCES LIMI,1,0.05,GNRL
BSE,bse_cm,TNSTLTU,513540,E,TAMILNADU STEEL TUBES LTD.,TAMILNADU STEEL TUBES LTD.,100,0.01,TNSTLTU
BSE,bse_cm,SHRDAIS,513548,E,SHARDA ISPAT LTD.,SHARDA ISPAT LTD.,1,0.05,SHRDAIS
BSE,bse_cm,MAHASTEEL,513554,E,MAHAMAYA STEEL INDUSTRIES LTD.,MAHAMAYA STEEL INDUSTRIES LTD.,1,0.05,MAHASTEEL
BSE,bse_cm,STERPOW,513575,E,STERLING POWERGENSYS LTD,STERLING POWERGENSYS LTD,1,0.05,STERPOW
BSE,bse_cm,FFPL,513579,E,FOUNDRY FUEL PRODUCTS LTD.,FOUNDRY FUEL PRODUCTS LTD.,1,0.01,FFPL
BSE,bse_cm,HINDCOPPER,513599,E,HINDUSTAN COPPER LTD.,HINDUSTAN COPPER LTD.,1,0.05,HINDCOPPER
BSE,bse_cm,AXELPOLY,513642,E,AXEL POLYMERS LTD.,AXEL POLYMERS LTD.,1,0.05,AXELPOLY
BSE,bse_cm,NLCINDIA,513683,E,NLC India Limited,NLC India Limited,1,0.05,NLCINDIA
BSE,bse_cm,SPECTRA,513687,E,SPECTRA INDUSTRIES LTD.,SPECTRA INDUSTRIES LTD.,1,0.01,SPECTRA
BSE,bse_cm,KAJARIR,513693,E,KIC METALIKS LTD.,KIC METALIKS LTD.,1,0.05,KAJARIR
BSE,bse_cm,SOLIDSTON,513699,E,SOLID STONE COMPANY LTD.,SOLID STONE COMPANY LTD.,1,0.05,SOLIDSTON
BSE,bse_cm,SHILGRAVQ,513709,E,SHILP GRAVURES LTD.,SHILP GRAVURES LTD.,1,0.05,SHILGRAVQ
BSE,bse_cm,WHITEORG,513713,E,White Organic Agro Limited,White Organic Agro Limited,1,0.01,WHITEORG
BSE,bse_cm,MFSINTRCRP,513721,E,MFS INTERCORP LTD.,MFS INTERCORP LTD.,1,0.05,MFSINTRCRP
BSE,bse_cm,HGIND,513723,E,HG INDUSTRIES LIMITED,HG INDUSTRIES LIMITED,1,0.05,HGIND
BSE,bse_cm,AROGRANITE,513729,E,ARO GRANITE INDUSTRIES LTD.,ARO GRANITE INDUSTRIES LTD.,1,0.05,AROGRANITE
BSE,bse_cm,HIMFIBP,514010,E,HIMACHAL FIBRES LTD.,HIMACHAL FIBRES LTD.,1,0.01,HIMFIBP
BSE,bse_cm,RAJKSYN,514028,E,RAJKAMAL SYNTHETICS LTD.,RAJKAMAL SYNTHETICS LTD.,1,0.05,RAJKSYN
BSE,bse_cm,DEEPAKSP,514030,E,DEEPAK SPINNERS LTD.,DEEPAK SPINNERS LTD.,1,0.05,DEEPAKSP
BSE,bse_cm,JBFIND,514034,E,JBF INDUSTRIES LTD.,JBF INDUSTRIES LTD.,1,0.01,JBFIND
BSE,bse_cm,LOYALTEX,514036,E,LOYAL TEXTILE MILLS LTD.,LOYAL TEXTILE MILLS LTD.,1,0.05,LOYALTEX
BSE,bse_cm,HIMATSEIDE,514043,E,HIMATSINGKA SEIDE LTD.,HIMATSINGKA SEIDE LTD.,1,0.05,HIMATSEIDE
BSE,bse_cm,BSL,514045,E,BSL LTD.,BSL LTD.,1,0.05,BSL
BSE,bse_cm,EVERTEX,514060,E,EVERGREEN TEXTILES LIMITED,EVERGREEN TEXTILES LIMITED,100,0.01,EVERTEX
BSE,bse_cm,PBMPOLY,514087,E,PBM POLYTEX LTD.,PBM POLYTEX LTD.,1,0.05,PBMPOLY
BSE,bse_cm,ADINATH,514113,E,ADINATH TEXTILES LTD.,ADINATH TEXTILES LTD.,1,0.05,ADINATH
BSE,bse_cm,KONARKSY,514128,E,KONARK SYNTHETIC LTD.,KONARK SYNTHETIC LTD.,1,0.01,KONARKSY
BSE,bse_cm,SURYALA,514138,E,SURYALATA SPINNING MILLS LTD.,SURYALATA SPINNING MILLS LTD.,1,0.05,SURYALA
BSE,bse_cm,SURYVANSP,514140,E,SURYAVANSHI SPINNING MILLS LTD,SURYAVANSHI SPINNING MILLS LTD,1,0.05,SURYVANSP
BSE,bse_cm,TTL,514142,E,T T LTD.,T T LTD.,1,0.05,TTL
BSE,bse_cm,UNIWORTH,514144,E,UNIWORTH LTD.,UNIWORTH LTD.,1,0.01,UNIWORTH
BSE,bse_cm,WELSPUNIND,514162,E,WELSPUN INDIA LTD.,WELSPUN INDIA LTD.,1,0.05,WELSPUNIND
BSE,bse_cm,INDIANACRY,514165,E,INDIAN ACRYLICS LTD.,INDIAN ACRYLICS LTD.,1,0.01,INDIANACRY
BSE,bse_cm,GANECOS,514167,E,GANESHA ECOSPHERE LTD.,GANESHA ECOSPHERE LTD.,1,0.05,GANECOS
BSE,bse_cm,CEETAIN,514171,E,CEETA INDUSTRIES LTD.,CEETA INDUSTRIES LTD.,1,0.05,CEETAIN
BSE,bse_cm,VARDMNPOLY,514175,E,VARDHMAN POLYTEX LTD.,VARDHMAN POLYTEX LTD.,1,0.05,VARDMNPOLY
BSE,bse_cm,RISHYRN,514177,E,RISHAB SPECIAL YARNS LTD.,RISHAB SPECIAL YARNS LTD.,100,0.05,RISHYRN
BSE,bse_cm,BLACKROSE,514183,E,BLACK ROSE INDUSTRIES LTD.,BLACK ROSE INDUSTRIES LTD.,1,0.05,BLACKROSE
BSE,bse_cm,STCORP,514197,E,S&T CORPORATION LTD.,S&T CORPORATION LTD.,1,0.05,STCORP
BSE,bse_cm,SUMEETINDS,514211,E,SUMEET INDUSTRIES LTD.,SUMEET INDUSTRIES LTD.,1,0.01,SUMEETINDS
BSE,bse_cm,BINNY,514215,E,BINNY LTD.,BINNY LTD.,1,0.05,BINNY
BSE,bse_cm,KLIFESTYL,514221,E,K-LIFESTYLE & INDUSTRIES LIMIT,K-LIFESTYLE & INDUSTRIES LIMIT,1,0.01,KLIFESTYL
BSE,bse_cm,RAMGOPOLY,514223,E,RAMGOPAL POLYTEX LTD.,RAMGOPAL POLYTEX LTD.,1,0.01,RAMGOPOLY
BSE,bse_cm,SANGAMIND,514234,E,SANGAM (INDIA) LTD.,SANGAM (INDIA) LTD.,1,0.05,SANGAMIND
BSE,bse_cm,TTLEL,514236,E,TTL ENTERPRISES LIMITED,TTL ENTERPRISES LIMITED,1,0.01,TTLEL
BSE,bse_cm,MKVENTURES,514238,E,MKVENTURES CAPITAL LIMITED,MKVENTURES CAPITAL LIMITED,1,0.05,MKVENTURES
BSE,bse_cm,KUSHIND,514240,E,Kush Industries Limited,Kush Industries Limited,1,0.01,KUSHIND
BSE,bse_cm,SRECR,514248,E,SREECHEM RESINS LTD.,SREECHEM RESINS LTD.,100,0.05,SRECR
BSE,bse_cm,SURBHIN,514260,E,SURBHI INDUSTRIES LTD.,SURBHI INDUSTRIES LTD.,1,0.01,SURBHIN
BSE,bse_cm,SEASONST,514264,E,SEASONS TEXTILES LTD.,SEASONS TEXTILES LTD.,1,0.01,SEASONST
BSE,bse_cm,ZENIFIB,514266,E,ZENITH FIBRES LTD.,ZENITH FIBRES LTD.,1,0.05,ZENIFIB
BSE,bse_cm,BHILSPIN,514272,E,BHILWARA SPINNERS LTD.,BHILWARA SPINNERS LTD.,1,0.05,BHILSPIN
BSE,bse_cm,AARVEEDEN,514274,E,AARVEE DENIMS & EXPORTS LTD.,AARVEE DENIMS & EXPORTS LTD.,1,0.05,AARVEEDEN
BSE,bse_cm,SANTETX,514280,E,SANRHEA TECHNICAL TEXTILES LTD,SANRHEA TECHNICAL TEXTILES LTD,1,0.05,SANTETX
BSE,bse_cm,ASHIMASYN,514286,E,ASHIMA LTD.,ASHIMA LTD.,1,0.05,ASHIMASYN
BSE,bse_cm,PIONEEREMB,514300,E,PIONEER EMBROIDERIES LTD.,PIONEER EMBROIDERIES LTD.,1,0.05,PIONEEREMB
BSE,bse_cm,VIPPYSP,514302,E,VIPPY SPINPRO LTD.,VIPPY SPINPRO LTD.,1,0.05,VIPPYSP
BSE,bse_cm,JAIHINDS,514312,E,JAIHIND SYNTHETICS LTD.,JAIHIND SYNTHETICS LTD.,1,0.05,JAIHINDS
BSE,bse_cm,RAGHUSYN,514316,E,RAGHUVIR SYNTHETICS LTD.,RAGHUVIR SYNTHETICS LTD.,1,0.05,RAGHUSYN
BSE,bse_cm,JATTAINDUS,514318,E,JATTASHANKAR INDUSTIES LTD.,JATTASHANKAR INDUSTIES LTD.,100,0.05,JATTAINDUS
BSE,bse_cm,KAMADGIRI,514322,E,KAMADGIRI FASHION LTD.,KAMADGIRI FASHION LTD.,1,0.05,KAMADGIRI
BSE,bse_cm,OMNITEX,514324,E,OMNITEX INDUSTRIES (INDIA) LTD,OMNITEX INDUSTRIES (INDIA) LTD,1,0.05,OMNITEX
BSE,bse_cm,PATSPINLTD,514326,E,PATSPIN INDIA LTD.,PATSPIN INDIA LTD.,1,0.01,PATSPINLTD
BSE,bse_cm,ONEGLOBAL,514330,E,ONE GLOBAL SERVICE PROVIDER LI,ONE GLOBAL SERVICE PROVIDER LI,1,0.05,ONEGLOBAL
BSE,bse_cm,NEOINFRA,514332,E,NEO INFRACON LTD.,NEO INFRACON LTD.,1,0.05,NEOINFRA
BSE,bse_cm,GENESIS,514336,E,GENESIS IBRC INDIA LIMITED,GENESIS IBRC INDIA LIMITED,1,0.01,GENESIS
BSE,bse_cm,PREMIERPOL,514354,E,PREMIER POLYFILM LTD.,PREMIER POLYFILM LTD.,1,0.05,PREMIERPOL
BSE,bse_cm,EVERLON,514358,E,EVERLON SYNTHETICS LTD.,EVERLON SYNTHETICS LTD.,1,0.05,EVERLON
BSE,bse_cm,KRRAIL,514360,E,K&R RAIL ENGINEERING LIMITED,K&R RAIL ENGINEERING LIMITED,1,0.05,KRRAIL
BSE,bse_cm,YARNSYN,514378,E,YARN SYNDICATE LTD.,YARN SYNDICATE LTD.,1,0.05,YARNSYN
BSE,bse_cm,GUJCOTEX,514386,E,GUJARAT COTEX LTD.,GUJARAT COTEX LTD.,1,0.01,GUJCOTEX
BSE,bse_cm,AJIL,514394,E,ATLAS JEWELLERY INDIA LIMITED,ATLAS JEWELLERY INDIA LIMITED,1,0.05,AJIL
BSE,bse_cm,GARWSYN,514400,E,GARWARE SYNTHETICS LTD.,GARWARE SYNTHETICS LTD.,1,0.01,GARWSYN
BSE,bse_cm,SHARDFI,514402,E,SHARAD FIBRES & YARN PROCESSOR,SHARAD FIBRES & YARN PROCESSOR,100,0.05,SHARDFI
BSE,bse_cm,SARUPINDUS,514412,E,SARUP INDUSTRIES LTD.,SARUP INDUSTRIES LTD.,1,0.05,SARUPINDUS
BSE,bse_cm,MANORG,514418,E,MANGALAM ORGANICS LIMITED,MANGALAM ORGANICS LIMITED,1,0.05,MANORG
BSE,bse_cm,HINDADH,514428,E,HINDUSTAN ADHESIVES LTD.,HINDUSTAN ADHESIVES LTD.,1,0.05,HINDADH
BSE,bse_cm,BPTEX,514440,E,BLUE PEARL TEXSPIN LIMITED,BLUE PEARL TEXSPIN LIMITED,1,0.05,BPTEX
BSE,bse_cm,SRIKPRIND,514442,E,SRI KPR INDUSTRIES LTD.,SRI KPR INDUSTRIES LTD.,1,0.05,SRIKPRIND
BSE,bse_cm,JYOTIRES,514448,E,JYOTI RESINS & ADHESIVES LTD.,JYOTI RESINS & ADHESIVES LTD.,1,0.05,JYOTIRES
BSE,bse_cm,MHLXMIRU,514450,E,MAHALAXMI RUBTECH LTD.,MAHALAXMI RUBTECH LTD.,1,0.05,MHLXMIRU
BSE,bse_cm,SOUTLAT,514454,E,SOUTHERN LATEX LTD.,SOUTHERN LATEX LTD.,1,0.05,SOUTLAT
BSE,bse_cm,OSWAYRN,514460,E,OSWAL YARNS LTD.,OSWAL YARNS LTD.,1,0.01,OSWAYRN
BSE,bse_cm,WINSOMTX,514470,E,WINSOME TEXTILE INDUSTRIES LTD,WINSOME TEXTILE INDUSTRIES LTD,1,0.05,WINSOMTX
BSE,bse_cm,ASAHIIND,514482,E,ASAHI INDUSTRIES LIMITED,ASAHI INDUSTRIES LIMITED,100,0.01,ASAHIIND
BSE,bse_cm,THAMBBI,514484,E,THAMBBI MODERN SPINNING MILLS,THAMBBI MODERN SPINNING MILLS,1,0.01,THAMBBI
BSE,bse_cm,MODINSU,515008,E,MODERN INSULATORS LTD.,MODERN INSULATORS LTD.,1,0.05,MODINSU
BSE,bse_cm,REGENCERAM,515018,E,REGENCY CERAMICS LTD.,REGENCY CERAMICS LTD.,1,0.05,REGENCERAM
BSE,bse_cm,ASAHIINDIA,515030,E,ASAHI INDIA GLASS LTD.,ASAHI INDIA GLASS LTD.,1,0.05,ASAHIINDIA
BSE,bse_cm,MURUDCERA,515037,E,MURUDESHWAR CERAMICS LTD.,MURUDESHWAR CERAMICS LTD.,1,0.05,MURUDCERA
BSE,bse_cm,SAINTGOBAIN,515043,E,SAINT-GOBAIN SEKURIT INDIA LTD,SAINT-GOBAIN SEKURIT INDIA LTD,1,0.05,SAINTGOBAIN
BSE,bse_cm,ANANTRAJ,515055,E,ANANT RAJ LIMITED,ANANT RAJ LIMITED,1,0.05,ANANTRAJ
BSE,bse_cm,MADHUDIN,515059,E,MADHUSUDAN INDUSTRIES LTD.,MADHUSUDAN INDUSTRIES LTD.,1,0.05,MADHUDIN
BSE,bse_cm,SRIVAJRA,515081,E,SRI VAJRA GRANITES LTD.,SRI VAJRA GRANITES LTD.,100,0.01,SRIVAJRA
BSE,bse_cm,RESTILE,515085,E,RESTILE CERAMICS LTD.,RESTILE CERAMICS LTD.,1,0.01,RESTILE
BSE,bse_cm,MADHAV,515093,E,MADHAV MARBLES & GRANITES LTD.,MADHAV MARBLES & GRANITES LTD.,1,0.05,MADHAV
BSE,bse_cm,RAMASIGNS,515127,E,Ramasigns Industries Limited,Ramasigns Industries Limited,1,0.01,RAMASIGNS
BSE,bse_cm,HINDNATGLS,515145,E,HINDUSTHAN NATIONAL GLASS & IN,HINDUSTHAN NATIONAL GLASS & IN,1,0.01,HINDNATGLS
BSE,bse_cm,HALDYNGL,515147,E,HALDYN GLASS LTD,HALDYN GLASS LTD,1,0.05,HALDYNGL
BSE,bse_cm,DUROPLY,516003,E,DUROPLY INDUSTRIES LIMITED,DUROPLY INDUSTRIES LIMITED,1,0.05,DUROPLY
BSE,bse_cm,SHREYANIND,516016,E,SHREYANS INDUSTRIES LTD.,SHREYANS INDUSTRIES LTD.,1,0.05,SHREYANIND
BSE,bse_cm,AGIOPAPER,516020,E,AGIO PAPER & INDUSTRIES LTD.,AGIO PAPER & INDUSTRIES LTD.,1,0.01,AGIOPAPER
