Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,TATAELXSI,500408,E,TATA ELXSI LTD.,TATA ELXSI LTD.,1,0.05,TATAELXSI
BSE,bse_cm,ACC,500410,E,ACC LTD.,ACC LTD.,1,0.05,ACC
BSE,bse_cm,THERMAX,500411,E,THERMAX LTD.,THERMAX LTD.,1,0.05,THERMAX
BSE,bse_cm,TIRUMALCHM,500412,E,THIRUMALAI CHEMICALS LTD.,THIRUMALAI CHEMICALS LTD.,1,0.05,TIRUMALCHM
BSE,bse_cm,THOMASCOOK,500413,E,THOMAS COOK (INDIA) LTD.,THOMAS COOK (INDIA) LTD.,1,0.05,THOMASCOOK
BSE,bse_cm,TIMEX,500414,E,TIMEX GROUP INDIA LTD.,TIMEX GROUP INDIA LTD.,1,0.05,TIMEX
BSE,bse_cm,TOKYOPLAST,500418,E,TOKYO PLAST INTERNATIONAL LTD.,TOKYO PLAST INTERNATIONAL LTD.,1,0.05,TOKYOPLAST
BSE,bse_cm,TORNTPHARM,500420,E,TORRENT PHARMACEUTICALS LTD.,TORRENT PHARMACEUTICALS LTD.,1,0.05,TORNTPHARM
BSE,bse_cm,TRANSCHEM,500422,E,TRANSCHEM LTD.,TRANSCHEM LTD.,1,0.05,TRANSCHEM
BSE,bse_cm,AMBUJACEM,500425,E,AMBUJA CEMENTS LTD.,AMBUJA CEMENTS LTD.,1,0.05,AMBUJACEM
BSE,bse_cm,UTLINDS,500426,E,UTL INDUSTRIES LIMITED,UTL INDUSTRIES LIMITED,1,0.01,UTLINDS
BSE,bse_cm,UNIPHOS,500429,E,UNIPHOS ENTERPRISES LTD.,UNIPHOS ENTERPRISES LTD.,1,0.05,UNIPHOS
BSE,bse_cm,VHL,500439,E,VARDHMAN HOLDINGS LTD.,VARDHMAN HOLDINGS LTD.,1,0.05,VHL
BSE,bse_cm,HINDALCO,500440,E,HINDALCO INDUSTRIES LTD.,HINDALCO INDUSTRIES LTD.,1,0.05,HINDALCO
BSE,bse_cm,WSTCSTPAPR,500444,E,West Coast Paper Mills Limited,West Coast Paper Mills Limited,1,0.05,WSTCSTPAPR
BSE,bse_cm,HOCL,500449,E,HINDUSTAN ORGANIC CHEMICALS LT,HINDUSTAN ORGANIC CHEMICALS LT,1,0.05,HOCL
BSE,bse_cm,MPILCORPL,500450,E,MPIL CORPORATION LTD.,MPIL CORPORATION LTD.,1,0.05,MPILCORPL
BSE,bse_cm,PASUPTAC,500456,E,PASUPATI ACRYLON LTD.,PASUPATI ACRYLON LTD.,1,0.05,PASUPTAC
BSE,bse_cm,KORE,500458,E,Kore Foods Limited,Kore Foods Limited,1,0.01,KORE
BSE,bse_cm,PGHH,500459,E,PROCTER & GAMBLE HYGIENE & HEA,PROCTER & GAMBLE HYGIENE & HEA,1,0.05,PGHH
BSE,bse_cm,MUKANDLTD,500460,E,MUKAND LTD.,MUKAND LTD.,1,0.05,MUKANDLTD
BSE,bse_cm,BBOX,500463,E,BLACK BOX LIMITED,BLACK BOX LIMITED,1,0.05,BBOX
BSE,bse_cm,UCALFUEL,500464,E,UCAL FUEL SYSTEMS LTD.,UCAL FUEL SYSTEMS LTD.,1,0.05,UCALFUEL
BSE,bse_cm,HARRMALAYA,500467,E,HARRISONS MALAYALAM LTD.,HARRISONS MALAYALAM LTD.,1,0.05,HARRMALAYA
BSE,bse_cm,FEDERALBNK,500469,E,FEDERAL BANK LTD.,FEDERAL BANK LTD.,1,0.05,FEDERALBNK
BSE,bse_cm,TATASTEEL,500470,E,TATA STEEL LTD.,TATA STEEL LTD.,1,0.05,TATASTEEL
BSE,bse_cm,SKFINDIA,500472,E,SKF INDIA LTD.,SKF INDIA LTD.,1,0.05,SKFINDIA
BSE,bse_cm,ASHOKLEY,500477,E,ASHOK LEYLAND LTD.,ASHOK LEYLAND LTD.,1,0.05,ASHOKLEY
BSE,bse_cm,CUMMINSIND,500480,E,CUMMINS INDIA LTD.,CUMMINS INDIA LTD.,1,0.05,CUMMINSIND
BSE,bse_cm,TATACOMM,500483,E,TATA COMMUNICATIONS LTD.,TATA COMMUNICATIONS LTD.,1,0.05,TATACOMM
BSE,bse_cm,ABBOTINDIA,500488,E,ABBOTT INDIA LTD.,ABBOTT INDIA LTD.,1,0.05,ABBOTINDIA
BSE,bse_cm,BAJAJHLDNG,500490,E,BAJAJ HOLDINGS & INVESTMENT LT,BAJAJ HOLDINGS & INVESTMENT LT,1,0.05,BAJAJHLDNG
BSE,bse_cm,BHARATFORG,500493,E,BHARAT FORGE LTD.,BHARAT FORGE LTD.,1,0.05,BHARATFORG
BSE,bse_cm,ESCORTS,500495,E,Escorts Kubota Limited,Escorts Kubota Limited,1,0.05,ESCORTS
BSE,bse_cm,HINDMOTORS,500500,E,HINDUSTAN MOTORS LTD.,HINDUSTAN MOTORS LTD.,1,0.05,HINDMOTORS
BSE,bse_cm,LT,500510,E,LARSEN & TOUBRO LTD.,LARSEN & TOUBRO LTD.,1,0.05,LT
BSE,bse_cm,M&M,500520,E,MAHINDRA & MAHINDRA LTD.,MAHINDRA & MAHINDRA LTD.,1,0.05,M&M
BSE,bse_cm,BOSCHLTD,500530,E,BOSCH LTD.,BOSCH LTD.,1,0.05,BOSCHLTD
BSE,bse_cm,PREMIER,500540,E,PREMIER LTD.,PREMIER LTD.,1,0.01,PREMIER
BSE,bse_cm,BPCL,500547,E,BHARAT PETROLEUM CORPORATION L,BHARAT PETROLEUM CORPORATION L,1,0.05,BPCL
BSE,bse_cm,SIEMENS,500550,E,SIEMENS LTD.,SIEMENS LTD.,1,0.05,SIEMENS
BSE,bse_cm,TATAMOTORS,500570,E,TATA MOTORS LTD.,TATA MOTORS LTD.,1,0.05,TATAMOTORS
BSE,bse_cm,VOLTAS,500575,E,VOLTAS LTD.,VOLTAS LTD.,1,0.05,VOLTAS
BSE,bse_cm,GESHIP,500620,E,GREAT EASTERN SHIPPING CO.LTD.,GREAT EASTERN SHIPPING CO.LTD.,1,0.05,GESHIP
BSE,bse_cm,DEEPAKFERT,500645,E,DEEPAK FERTILISERS & PETROCHEM,DEEPAK FERTILISERS & PETROCHEM,1,0.05,DEEPAKFERT
BSE,bse_cm,EXCELINDUS,500650,E,EXCEL INDUSTRIES LTD.,EXCEL INDUSTRIES LTD.,1,0.05,EXCELINDUS
BSE,bse_cm,GRWRHITECH,500655,E,GARWARE HI-TECH FILMS LIMITED,GARWARE HI-TECH FILMS LIMITED,1,0.05,GRWRHITECH
BSE,bse_cm,GLAXO,500660,E,GLAXOSMITHKLINE PHARMACEUTICAL,GLAXOSMITHKLINE PHARMACEUTICAL,1,0.05,GLAXO
BSE,bse_cm,GNFC,500670,E,GUJARAT NARMADA VALLEY FERTILI,GUJARAT NARMADA VALLEY FERTILI,1,0.05,GNFC
BSE,bse_cm,NOVARTIND,500672,E,NOVARTIS INDIA LTD.,NOVARTIS INDIA LTD.,1,0.05,NOVARTIND
BSE,bse_cm,SANOFI,500674,E,SANOFI INDIA LTD,SANOFI INDIA LTD,1,0.05,SANOFI
BSE,bse_cm,PFIZER,500680,E,PFIZER LTD.,PFIZER LTD.,1,0.05,PFIZER
BSE,bse_cm,GSFC,500690,E,GUJARAT STATE FERTILIZERS & CH,GUJARAT STATE FERTILIZERS & CH,1,0.05,GSFC
BSE,bse_cm,HINDUNILVR,500696,E,HINDUSTAN UNILEVER LTD.,HINDUSTAN UNILEVER LTD.,1,0.05,HINDUNILVR
BSE,bse_cm,AKZOINDIA,500710,E,AKZO NOBEL INDIA LIMITED,AKZO NOBEL INDIA LIMITED,1,0.05,AKZOINDIA
BSE,bse_cm,NOCIL,500730,E,NOCIL LTD.,NOCIL LTD.,1,0.05,NOCIL
BSE,bse_cm,TATACHEM,500770,E,TATA CHEMICALS LTD.,TATA CHEMICALS LTD.,1,0.05,TATACHEM
BSE,bse_cm,TNPETRO,500777,E,TAMILNADU PETROPRODUCTS LTD.,TAMILNADU PETROPRODUCTS LTD.,1,0.05,TNPETRO
BSE,bse_cm,ZUARIIND,500780,E,Zuari Industries Limited,Zuari Industries Limited,1,0.05,ZUARIIND
BSE,bse_cm,NESTLEIND,500790,E,NESTLE INDIA LTD.,NESTLE INDIA LTD.,1,0.05,NESTLEIND
BSE,bse_cm,TATACONSUM,500800,E,TATA CONSUMER PRODUCTS LIMITED,TATA CONSUMER PRODUCTS LIMITED,1,0.05,TATACONSUM
BSE,bse_cm,ASIANPAINT,500820,E,ASIAN PAINTS LTD.,ASIAN PAINTS LTD.,1,0.05,ASIANPAINT
BSE,bse_cm,BRITANNIA,500825,E,BRITANNIA INDUSTRIES LTD.,BRITANNIA INDUSTRIES LTD.,1,0.05,BRITANNIA
BSE,bse_cm,COLPAL,500830,E,COLGATE-PALMOLIVE (INDIA) LTD.,COLGATE-PALMOLIVE (INDIA) LTD.,1,0.05,COLPAL
BSE,bse_cm,EIHOTEL,500840,E,EIH LTD.,EIH LTD.,1,0.05,EIHOTEL
BSE,bse_cm,INDHOTEL,500850,E,INDIAN HOTELS CO.LTD.,INDIAN HOTELS CO.LTD.,1,0.05,INDHOTEL
BSE,bse_cm,CASTROLIND,500870,E,CASTROL INDIA LTD.,CASTROL INDIA LTD.,1,0.05,CASTROLIND
BSE,bse_cm,ITC,500875,E,ITC LTD.,ITC LTD.,1,0.05,ITC
BSE,bse_cm,APOLLOTYRE,500877,E,APOLLO TYRES LTD.,APOLLO TYRES LTD.,1,0.05,APOLLOTYRE
BSE,bse_cm,CEATLTD,500878,E,CEAT LTD.,CEAT LTD.,1,0.05,CEATLTD
BSE,bse_cm,MODIRUBBER,500890,E,MODI RUBBER LTD.,MODI RUBBER LTD.,1,0.05,MODIRUBBER
BSE,bse_cm,FINOLEXIND,500940,E,FINOLEX INDUSTRIES LTD.,FINOLEX INDUSTRIES LTD.,1,0.05,FINOLEXIND
BSE,bse_cm,SUNRINV,501110,E,SUNRISE INDUSTRIAL TRADERS LTD,SUNRISE INDUSTRIAL TRADERS LTD,1,0.01,SUNRINV
BSE,bse_cm,ZGOLDINV,501111,E,GOLD ROCK INVESTMENTS LTD.,GOLD ROCK INVESTMENTS LTD.,1,0.01,ZGOLDINV
BSE,bse_cm,PEOPLIN,501144,E,PEOPLES INVESTMENTS LTD.,PEOPLES INVESTMENTS LTD.,1,0.01,PEOPLIN
BSE,bse_cm,DSINVEST,501148,E,DALAL STREET INVESTMENTS LTD.,DALAL STREET INVESTMENTS LTD.,1,0.05,DSINVEST
BSE,bse_cm,CENTRUM,501150,E,CENTRUM CAPITAL LTD.,CENTRUM CAPITAL LTD.,1,0.05,CENTRUM
BSE,bse_cm,KARTKIN,501151,E,KARTIK INVESTMENTS TRUST LTD.,KARTIK INVESTMENTS TRUST LTD.,1,0.05,KARTKIN
BSE,bse_cm,TCIFINANCE,501242,E,TCI FINANCE LTD.,TCI FINANCE LTD.,1,0.01,TCIFINANCE
BSE,bse_cm,KRATOSENER,501261,E,KRATOS ENERGY & INFRASTRUCTURE,KRATOS ENERGY & INFRASTRUCTURE,1,0.05,KRATOSENER
BSE,bse_cm,ANTARIKSH,501270,E,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH INDUSTRIES LIMITED,1,0.01,ANTARIKSH
BSE,bse_cm,IITL,501295,E,INDUSTRIAL INVESTMENT TRUST LT,INDUSTRIAL INVESTMENT TRUST LT,1,0.05,IITL
BSE,bse_cm,INDPRUD,501298,E,INDUSTRIAL & PRUDENTIAL INVEST,INDUSTRIAL & PRUDENTIAL INVEST,1,0.05,INDPRUD
BSE,bse_cm,TATAINVEST,501301,E,TATA INVESTMENT CORPORATION LT,TATA INVESTMENT CORPORATION LT,1,0.05,TATAINVEST
BSE,bse_cm,JAYBHCR,501311,E,JAYABHARAT CREDIT LTD.,JAYABHARAT CREDIT LTD.,1,0.01,JAYBHCR
BSE,bse_cm,PRISMX,501314,E,PRISMX GLOBAL VENTURES LIMITED,PRISMX GLOBAL VENTURES LIMITED,1,0.01,PRISMX
BSE,bse_cm,MOTOGENFIN,501343,E,MOTOR & GENERAL FINANCE LTD.,MOTOR & GENERAL FINANCE LTD.,1,0.05,MOTOGENFIN
BSE,bse_cm,RAPIDIN,501351,E,RAPID INVESTMENTS LTD.,RAPID INVESTMENTS LTD.,1,0.05,RAPIDIN
BSE,bse_cm,WALCHPF,501370,E,WALCHAND PEOPLEFIRST LTD.,WALCHAND PEOPLEFIRST LTD.,1,0.05,WALCHPF
BSE,bse_cm,ZSWASTSA,501386,E,SWASTIK SAFE DEPOSIT & INVESTM,SWASTIK SAFE DEPOSIT & INVESTM,1,0.01,ZSWASTSA
BSE,bse_cm,WHBRADY,501391,E,W.H.BRADY & CO.LTD.,W.H.BRADY & CO.LTD.,1,0.05,WHBRADY
BSE,bse_cm,TECHNVISN,501421,E,TechNVision Ventures Limited,TechNVision Ventures Limited,1,0.05,TECHNVISN
BSE,bse_cm,SHAILY,501423,E,SHAILY ENGINEERING PLASTICS LT,SHAILY ENGINEERING PLASTICS LT,1,0.05,SHAILY
BSE,bse_cm,BBTC,501425,E,BOMBAY BURMAH TRADING CORP.LTD,BOMBAY BURMAH TRADING CORP.LTD,1,0.05,BBTC
BSE,bse_cm,BOMBCYC,501430,E,BOMBAY CYCLE & MOTOR AGENCY LT,BOMBAY CYCLE & MOTOR AGENCY LT,1,0.05,BOMBCYC
BSE,bse_cm,GREAVESCOT,501455,E,GREAVES COTTON LTD.,GREAVES COTTON LTD.,1,0.05,GREAVESCOT
BSE,bse_cm,MULLER,501477,E,MULLER & PHIPPS (INDIA) LTD.,MULLER & PHIPPS (INDIA) LTD.,1,0.05,MULLER
BSE,bse_cm,SFTL,501479,E,SPRINGFORM TECHNOLOGY LIMITED,SPRINGFORM TECHNOLOGY LIMITED,50,0.01,SFTL
BSE,bse_cm,AMALGAM,501622,E,AMALGAMATED ELECTRICITY CO.LTD,AMALGAMATED ELECTRICITY CO.LTD,1,0.05,AMALGAM
BSE,bse_cm,ANANDPROJ,501630,E,ANAND PROJECTS LTD,ANAND PROJECTS LTD,1,0.05,ANANDPROJ
BSE,bse_cm,INDIANVSH,501700,E,INDIANIVESH LTD.,INDIANIVESH LTD.,1,0.05,INDIANVSH
BSE,bse_cm,COASTCORP,501831,E,COASTAL CORPORATION LTD.,COASTAL CORPORATION LTD.,1,0.05,COASTCORP
BSE,bse_cm,CHOWGULSTM,501833,E,CHOWGULE STEAMSHIPS LTD.,CHOWGULE STEAMSHIPS LTD.,1,0.01,CHOWGULSTM
BSE,bse_cm,GLOBOFFS,501848,E,GLOBAL OFFSHORE SERVICES LTD.,GLOBAL OFFSHORE SERVICES LTD.,1,0.05,GLOBOFFS
BSE,bse_cm,DHENUBUILD,501945,E,DHENU BUILDCON INFRA LTD.,DHENU BUILDCON INFRA LTD.,1,0.01,DHENUBUILD
BSE,bse_cm,ASIIL,502015,E,ASI INDUSTRIES LIMITED,ASI INDUSTRIES LIMITED,1,0.01,ASIIL
BSE,bse_cm,SAGCEM,502090,E,SAGAR CEMENTS LTD.,SAGAR CEMENTS LTD.,1,0.05,SAGCEM
BSE,bse_cm,DECCANCE,502137,E,DECCAN CEMENTS LTD.,DECCAN CEMENTS LTD.,1,0.05,DECCANCE
BSE,bse_cm,MANGLMCEM,502157,E,MANGALAM CEMENT LTD.,MANGALAM CEMENT LTD.,1,0.05,MANGLMCEM
BSE,bse_cm,NCLIND,502168,E,NCL INDUSTRIES LTD.,NCL INDUSTRIES LTD.,1,0.05,NCLIND
BSE,bse_cm,SAURASHCEM,502175,E,SAURASHTRA CEMENT LTD.,SAURASHTRA CEMENT LTD.,1,0.05,SAURASHCEM
BSE,bse_cm,SHREDIGCEM,502180,E,SHREE DIGVIJAY CEMENT CO.LTD.,SHREE DIGVIJAY CEMENT CO.LTD.,1,0.05,SHREDIGCEM
BSE,bse_cm,BOMBPOT,502216,E,BOMBAY POTTERIES & TILES LTD.,BOMBAY POTTERIES & TILES LTD.,5,0.05,BOMBPOT
BSE,bse_cm,BORORENEW,502219,E,BOROSIL RENEWABLES LIMITED,BOROSIL RENEWABLES LIMITED,1,0.05,BORORENEW
BSE,bse_cm,LERTHAI,502250,E,LERTHAI FINANCE LIMITED,LERTHAI FINANCE LIMITED,1,0.05,LERTHAI
BSE,bse_cm,RASSIREF,502271,E,RAASI REFRACTORIES LTD.,RAASI REFRACTORIES LTD.,1,0.01,RASSIREF
BSE,bse_cm,TRIVENIGQ,502281,E,TRIVENI GLASS LTD.,TRIVENI GLASS LTD.,1,0.05,TRIVENIGQ
BSE,bse_cm,NILACHAL,502294,E,NILACHAL REFRACTORIES LTD.,NILACHAL REFRACTORIES LTD.,1,0.05,NILACHAL
BSE,bse_cm,ANDHRAPAP,502330,E,ANDHRA PAPER LIMITED,ANDHRA PAPER LIMITED,1,0.05,ANDHRAPAP
BSE,bse_cm,BALKRISIND,502355,E,BALKRISHNA INDUSTRIES LTD.,BALKRISHNA INDUSTRIES LTD.,1,0.05,BALKRISIND
BSE,bse_cm,ORIENTPPR,502420,E,ORIENT PAPER & INDUSTRIES LTD.,ORIENT PAPER & INDUSTRIES LTD.,1,0.05,ORIENTPPR
BSE,bse_cm,CITADEL,502445,E,CITADEL REALTY AND DEVELOPERS,CITADEL REALTY AND DEVELOPERS,1,0.05,CITADEL
BSE,bse_cm,ROLLT,502448,E,ROLLATAINERS LTD.,ROLLATAINERS LTD.,1,0.01,ROLLT
BSE,bse_cm,SESHAPAPER,502450,E,SESHASAYEE PAPER & BOARDS LTD.,SESHASAYEE PAPER & BOARDS LTD.,1,0.05,SESHAPAPER
BSE,bse_cm,SHBHAWPA,502563,E,SHREE BHAWANI PAPER MILLS LTD.,SHREE BHAWANI PAPER MILLS LTD.,1,0.01,SHBHAWPA
BSE,bse_cm,NATHIND,502587,E,NATH INDUSTRIES LIMITED,NATH INDUSTRIES LIMITED,1,0.05,NATHIND
BSE,bse_cm,VAPIPPR,502589,E,VAPI PAPER MILLS LTD.,VAPI PAPER MILLS LTD.,1,0.05,VAPIPPR
BSE,bse_cm,SINTEX,502742,E,SINTEX INDUSTRIES LTD.,SINTEX INDUSTRIES LTD.,1,0.01,SINTEX
BSE,bse_cm,DCM,502820,E,DCM LTD.,DCM LTD.,1,0.05,DCM
BSE,bse_cm,ZGAEKWAR,502850,E,GAEKWAR MILLS LTD.,GAEKWAR MILLS LTD.,1,0.01,ZGAEKWAR
BSE,bse_cm,FORBESCO,502865,E,FORBES & COMPANY LTD.,FORBES & COMPANY LTD.,1,0.05,FORBESCO
BSE,bse_cm,HPCOTTON,502873,E,H.P.COTTON TEXTILE MILLS LTD.,H.P.COTTON TEXTILE MILLS LTD.,1,0.05,HPCOTTON
BSE,bse_cm,UNITEDINT,502893,E,UNITED INTERACTIVE LTD.,UNITED INTERACTIVE LTD.,1,0.05,UNITEDINT
BSE,bse_cm,JAMSHRI,502901,E,JAMSHRI REALTY LIMITED,JAMSHRI REALTY LIMITED,1,0.05,JAMSHRI
BSE,bse_cm,KATRSPG,502933,E,KATARE SPINNING MILLS LTD.,KATARE SPINNING MILLS LTD.,1,0.05,KATRSPG
BSE,bse_cm,KESORAMIND,502937,E,KESORAM INDUSTRIES LTD.,KESORAM INDUSTRIES LTD.,1,0.05,KESORAMIND
BSE,bse_cm,LAKSHMIMIL,502958,E,LAKSHMI MILLS COMPANY LTD.,LAKSHMI MILLS COMPANY LTD.,1,0.05,LAKSHMIMIL
BSE,bse_cm,VTL,502986,E,VARDHMAN TEXTILES LTD.,VARDHMAN TEXTILES LTD.,1,0.05,VTL
BSE,bse_cm,PENINLAND,503031,E,PENINSULA LAND LTD.,PENINSULA LAND LTD.,1,0.01,PENINLAND
BSE,bse_cm,PASUSPG,503092,E,PASUPATI SPG.& WVG.MILLS LTD.,PASUPATI SPG.& WVG.MILLS LTD.,1,0.05,PASUSPG
BSE,bse_cm,PHOENIXLTD,503100,E,THE PHOENIX MILLS LTD,THE PHOENIX MILLS LTD,1,0.05,PHOENIXLTD
BSE,bse_cm,MARATHON,503101,E,MARATHON NEXTGEN REALTY LTD.,MARATHON NEXTGEN REALTY LTD.,1,0.05,MARATHON
BSE,bse_cm,RAJABAH,503127,E,RAJA BAHADUR INTERNATIONAL LTD,RAJA BAHADUR INTERNATIONAL LTD,1,0.05,RAJABAH
BSE,bse_cm,RELCHEMQ,503162,E,RELIANCE CHEMOTEX INDUSTRIES L,RELIANCE CHEMOTEX INDUSTRIES L,1,0.05,RELCHEMQ
BSE,bse_cm,RUBYMILLS,503169,E,RUBY MILLS LTD.,RUBY MILLS LTD.,1,0.05,RUBYMILLS
BSE,bse_cm,SIMPLXREA,503229,E,SIMPLEX REALTY LTD.,SIMPLEX REALTY LTD.,1,0.05,SIMPLXREA
BSE,bse_cm,SWANENERGY,503310,E,SWAN ENERGY LTD.,SWAN ENERGY LTD.,1,0.05,SWANENERGY
BSE,bse_cm,VICTMILL,503349,E,VICTORIA MILLS LTD.,VICTORIA MILLS LTD.,1,0.05,VICTMILL
BSE,bse_cm,ZSVTRADI,503622,E,S.V.TRADING & AGENCIES LTD.,S.V.TRADING & AGENCIES LTD.,1,0.01,ZSVTRADI
BSE,bse_cm,ZSVARAJT,503624,E,SVARAJ TRADING & AGENCIES LTD.,SVARAJ TRADING & AGENCIES LTD.,1,0.01,ZSVARAJT
BSE,bse_cm,KSHITIJ,503626,E,KSHITIZ INVESTMENT LTD.,KSHITIZ INVESTMENT LTD.,50,0.01,KSHITIJ
BSE,bse_cm,SALSAIN,503635,E,SHREE SALASAR INVESTMENT LTD.,SHREE SALASAR INVESTMENT LTD.,1,0.01,SALSAIN
BSE,bse_cm,INDSOYA,503639,E,INDSOYA LTD.,INDSOYA LTD.,1,0.01,INDSOYA
BSE,bse_cm,ZODIACVEN,503641,E,ZODIAC VENTURES LIMITED,ZODIAC VENTURES LIMITED,1,0.05,ZODIACVEN
BSE,bse_cm,VEERENRGY,503657,E,VEER ENERGY & INFRASTRUCTURE L,VEER ENERGY & INFRASTRUCTURE L,1,0.01,VEERENRGY
BSE,bse_cm,SW1,503659,E,SW INVESTMENTS LTD,SW INVESTMENTS LTD,1,0.05,SW1
BSE,bse_cm,TILAK,503663,E,Tilak Ventures Limited,Tilak Ventures Limited,1,0.01,TILAK
BSE,bse_cm,KKFIN,503669,E,K K Fincorp Limited,K K Fincorp Limited,1,0.01,KKFIN
BSE,bse_cm,UNIJOLL,503671,E,UNIJOLLY INVESTMENTS CO.LTD.,UNIJOLLY INVESTMENTS CO.LTD.,1,0.01,UNIJOLL
BSE,bse_cm,WAGEND,503675,E,WAGEND INFRA VENTURE LIMITED,WAGEND INFRA VENTURE LIMITED,1,0.01,WAGEND
BSE,bse_cm,ELCIDIN,503681,E,ELCID INVESTMENTS LTD.,ELCID INVESTMENTS LTD.,1,0.01,ELCIDIN
BSE,bse_cm,MEDIAONE,503685,E,MEDIAONE GLOBAL ENTERTAINMENT,MEDIAONE GLOBAL ENTERTAINMENT,1,0.05,MEDIAONE
BSE,bse_cm,HEALINV,503689,E,HEALTHY INVESTMENTS LTD.,HEALTHY INVESTMENTS LTD.,1,0.01,HEALINV
BSE,bse_cm,SHRENTI,503696,E,SHREENATH INVESTMENTS CO.LTD.,SHREENATH INVESTMENTS CO.LTD.,1,0.05,SHRENTI
BSE,bse_cm,BANSWRAS,503722,E,BANSWARA SYNTEX LTD.,BANSWARA SYNTEX LTD.,1,0.05,BANSWRAS
BSE,bse_cm,MODWOOL,503772,E,MODELLA WOOLLENS LTD.,MODELLA WOOLLENS LTD.,1,0.05,MODWOOL
BSE,bse_cm,MODIPON,503776,E,MODIPON LTD.,MODIPON LTD.,1,0.05,MODIPON
BSE,bse_cm,SHRIDINE,503804,E,SHRI DINESH MILLS LTD.,SHRI DINESH MILLS LTD.,1,0.05,SHRIDINE
BSE,bse_cm,SRF,503806,E,SRF LTD.,SRF LTD.,1,0.05,SRF
BSE,bse_cm,SIYSIL,503811,E,SIYARAM SILK MILLS LTD.,SIYARAM SILK MILLS LTD.,1,0.05,SIYSIL
BSE,bse_cm,SWADPOL,503816,E,SWADESHI POLYTEX LTD.,SWADESHI POLYTEX LTD.,1,0.05,SWADPOL
BSE,bse_cm,SHRAJSYNQ,503837,E,SHREE RAJASTHAN SYNTEX LTD.,SHREE RAJASTHAN SYNTEX LTD.,1,0.01,SHRAJSYNQ
BSE,bse_cm,SHRMFGC,503863,E,SHREE MANUFACTURING CO.LTD.,SHREE MANUFACTURING CO.LTD.,1,0.01,SHRMFGC
BSE,bse_cm,ZSATYASL,503893,E,SATYAM SILK MILLS LTD.,SATYAM SILK MILLS LTD.,1,0.01,ZSATYASL
BSE,bse_cm,BBL,503960,E,BHARAT BIJLEE LTD.,BHARAT BIJLEE LTD.,1,0.05,BBL
BSE,bse_cm,ELPROINTL,504000,E,ELPRO INTERNATIONAL LTD.,ELPRO INTERNATIONAL LTD.,1,0.05,ELPROINTL
BSE,bse_cm,GEE,504028,E,GEE LTD.,GEE LTD.,1,0.05,GEE
BSE,bse_cm,HIRECT,504036,E,HIND RECTIFIERS LTD.,HIND RECTIFIERS LTD.,1,0.05,HIRECT
BSE,bse_cm,NIPPOBATRY,504058,E,INDO-NATIONAL LTD.,INDO-NATIONAL LTD.,1,0.05,NIPPOBATRY
BSE,bse_cm,ZENSARTECH,504067,E,ZENSAR TECHNOLOGIES LTD.,ZENSAR TECHNOLOGIES LTD.,1,0.05,ZENSARTECH
BSE,bse_cm,JYOTI,504076,E,JYOTI LTD.,JYOTI LTD.,1,0.05,JYOTI
BSE,bse_cm,JSLINDL,504080,E,JSL INDUSTRIES LTD.,JSL INDUSTRIES LTD.,1,0.05,JSLINDL
BSE,bse_cm,KAYCEEI,504084,E,KAYCEE INDUSTRIES LTD.,KAYCEE INDUSTRIES LTD.,1,0.05,KAYCEEI
BSE,bse_cm,INDOKEM,504092,E,INDOKEM LTD.,INDOKEM LTD.,1,0.05,INDOKEM
BSE,bse_cm,PANAENERG,504093,E,PANASONIC ENERGY INDIA COMPANY,PANASONIC ENERGY INDIA COMPANY,1,0.05,PANAENERG
BSE,bse_cm,NELCO,504112,E,NELCO LTD.,NELCO LTD.,1,0.05,NELCO
BSE,bse_cm,PERMAGN,504132,E,PERMANENT MAGNETS LTD.,PERMANENT MAGNETS LTD.,1,0.05,PERMAGN
BSE,bse_cm,HIGHENE,504176,E,HIGH ENERGY BATTERIES (INDIA),HIGH ENERGY BATTERIES (INDIA),1,0.05,HIGHENE
BSE,bse_cm,STDBAT,504180,E,STANDARD BATTERIES LTD.,STANDARD BATTERIES LTD.,1,0.05,STDBAT
BSE,bse_cm,UNIVCABLES,504212,E,UNIVERSAL CABLES LTD.,UNIVERSAL CABLES LTD.,1,0.05,UNIVCABLES
BSE,bse_cm,WSIND,504220,E,W.S.INDUSTRIES (INDIA) LTD.,W.S.INDUSTRIES (INDIA) LTD.,1,0.05,WSIND
BSE,bse_cm,DLTNCBL,504240,E,DELTON CABLES LTD.,DELTON CABLES LTD.,1,0.05,DLTNCBL
BSE,bse_cm,LAKSELEC,504258,E,LAKSHMI ELECTRICAL CONTROL SYS,LAKSHMI ELECTRICAL CONTROL SYS,1,0.05,LAKSELEC
BSE,bse_cm,MODULEX,504273,E,MODULEX CONSTRUCTION TECHNOLOG,MODULEX CONSTRUCTION TECHNOLOG,1,0.01,MODULEX
BSE,bse_cm,DELTAMAGNT,504286,E,DELTA MANUFACTURING LIMITED,DELTA MANUFACTURING LIMITED,1,0.05,DELTAMAGNT
BSE,bse_cm,CONFINT,504340,E,CONFIDENCE FINANCE AND TRADING,CONFIDENCE FINANCE AND TRADING,1,0.01,CONFINT
